City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Erechim,BR,-27.6342,-52.2739,71.64,76,73,13.15,broken clouds
459,Lujiang,CN,31.2581,117.2817,44.65,62,2,4.94,clear sky
460,Gamba,GA,-2.65,10.0,78.73,86,71,8.68,moderate rain
461,Berlevag,NO,70.8578,29.0864,15.6,62,0,9.22,clear sky
462,The Valley,AI,18.217,-63.0578,78.66,94,75,8.05,broken clouds
463,Maniitsoq,GL,65.4167,-52.9,30.31,59,100,4.79,overcast clouds
464,Port Hedland,AU,-20.3167,118.5667,75.25,69,12,10.36,few clouds
465,Tezu,IN,27.9167,96.1667,62.89,60,81,3.6,broken clouds
466,Gat,IL,31.61,34.7642,65.08,71,0,6.44,clear sky
467,Pasan,IN,22.85,82.2,56.8,44,8,1.66,clear sky
468,Cayenne,GF,4.9333,-52.3333,89.64,58,40,3.44,scattered clouds
469,Kailua,US,21.4022,-157.7394,73.38,56,1,8.05,clear sky
470,Ofaqim,IL,31.3141,34.6203,65.32,71,0,6.64,clear sky
471,Christchurch,NZ,-43.5333,172.6333,57.4,88,40,8.05,scattered clouds
472,Rundu,NA,-17.9333,19.7667,77.65,50,92,12.91,overcast clouds
473,Rio Gallegos,AR,-51.6226,-69.2181,66.25,15,40,11.5,scattered clouds
474,Arlit,NE,18.7369,7.3853,85.03,15,2,9.19,clear sky
475,Saint-Francois,FR,46.4154,3.9054,38.64,87,0,4.61,clear sky
476,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,78,75,16.11,broken clouds
477,Jumla,NP,29.2747,82.1838,36.82,73,2,1.97,clear sky
478,Port-Cartier,CA,50.0334,-66.8654,43.02,89,100,2.93,overcast clouds
479,George,ZA,-33.963,22.4617,60.35,82,0,11.5,light rain
480,Kavaratti,IN,10.5669,72.642,82.2,74,100,4.18,overcast clouds
481,Yanam,IN,16.7333,82.2167,77.4,82,30,6.06,scattered clouds
482,Port Augusta,AU,-32.5,137.7667,60.94,76,9,15.3,clear sky
483,Karatau,KZ,43.1667,70.4667,27.95,61,47,5.57,scattered clouds
484,Muisne,EC,0.6,-80.0333,82.51,77,100,9.64,overcast clouds
485,Half Moon Bay,US,37.4636,-122.4286,56.98,75,40,5.75,scattered clouds
486,Berdigestyakh,RU,62.0989,126.6992,-2.31,92,30,8.84,scattered clouds
487,Port Macquarie,AU,-31.4333,152.9167,64.36,87,93,13.82,overcast clouds
488,Hubli,IN,15.35,75.1667,68.05,60,42,8.77,scattered clouds
489,Taoudenni,ML,22.6783,-3.9836,89.85,20,3,7.07,clear sky
490,Chuy,UY,-33.6971,-53.4616,74.1,66,33,18.05,scattered clouds
491,Port Shepstone,ZA,-30.7414,30.455,65.37,78,100,16.46,overcast clouds
492,Marsa Matruh,EG,31.3525,27.2453,68.2,60,0,8.05,clear sky
493,Ribeira Grande,PT,38.5167,-28.7,64.8,59,40,20.71,scattered clouds
494,Eustis,US,28.8528,-81.6853,75.25,53,75,5.75,broken clouds
495,Teknaf,BD,20.8624,92.3058,70.02,66,0,9.01,clear sky
496,Pitimbu,BR,-7.4706,-34.8086,88.39,66,38,11.36,scattered clouds
497,Ponta Delgada,PT,37.7333,-25.6667,63.32,59,20,18.41,few clouds
498,Prince Rupert,CA,54.3161,-130.3201,40.69,68,75,11.5,light rain
499,Mwinilunga,ZM,-11.7358,24.4293,64.51,94,73,4.25,moderate rain
500,Plateros,MX,23.2167,-102.85,58.32,53,99,15.35,overcast clouds
501,Malko Tarnovo,BG,41.9833,27.5333,49.98,78,100,13.35,moderate rain
502,Demba,CD,-5.51,22.2667,66.45,99,100,1.25,overcast clouds
503,Omboue,GA,-1.5746,9.2618,79.03,84,88,7.54,light rain
504,Sexsmith,CA,55.35,-118.786,33.15,64,40,18.41,scattered clouds
505,Tocopilla,CL,-22.092,-70.1979,68.04,69,60,8.77,broken clouds
506,Diffa,NE,13.3154,12.6113,82.18,11,0,8.59,clear sky
507,Brae,GB,60.3964,-1.353,39.11,53,100,40.76,overcast clouds
508,Pareora,NZ,-44.4871,171.2132,51.42,95,99,23.6,overcast clouds
509,Estevan,CA,49.1334,-102.9842,41.34,81,75,10.36,broken clouds
510,Cam Ranh,VN,11.9214,109.1591,75.16,73,75,10.36,heavy intensity rain
511,Stephenville,US,32.2207,-98.2023,53.94,42,1,0.0,clear sky
512,Guerrero Negro,MX,27.9769,-114.0611,69.57,45,1,4.29,clear sky
513,Roald,NO,62.5833,6.1333,30.34,93,75,6.91,light snow
514,Nemuro,JP,43.3236,145.575,36.28,70,29,20.22,light rain
515,Kaka,TM,37.3482,59.6143,46.04,52,30,7.87,scattered clouds
516,Puerto Leguizamo,CO,-0.1934,-74.7819,85.39,57,94,2.89,overcast clouds
517,Kenai,US,60.5544,-151.2583,8.69,78,90,5.75,mist
518,Adre,TD,13.4667,22.2,76.01,11,81,8.66,broken clouds
519,Douglas,US,41.3,-96.167,44.53,50,1,4.61,clear sky
520,Sola,VU,-13.8833,167.55,80.35,76,28,11.81,scattered clouds
521,Kirakira,SB,-10.4544,161.9205,78.67,83,49,3.47,scattered clouds
522,Aden,YE,12.7794,45.0367,81.68,76,18,10.4,few clouds
523,Korla,CN,41.7597,86.1469,30.74,48,50,8.86,scattered clouds
524,Horasan,TR,40.0458,42.1728,36.95,92,81,1.45,broken clouds
525,Bulgan,MN,48.8125,103.5347,25.2,55,74,4.76,broken clouds
526,Curumani,CO,9.1999,-73.5427,82.81,85,92,2.3,overcast clouds
527,Bobota,RO,47.3833,22.7667,44.6,88,100,3.44,light rain
528,Lagos,NG,6.5833,3.75,82.56,76,29,6.8,scattered clouds
529,Bugulma,RU,54.55,52.8,26.56,92,97,20.98,overcast clouds
530,Kosonsoy,UZ,41.2561,71.5508,37.96,79,96,2.51,overcast clouds
531,Wasilla,US,61.5814,-149.4394,5.92,85,1,0.0,clear sky
532,Ovalle,CL,-30.5983,-71.2003,75.63,43,63,6.85,broken clouds
533,Ivybridge,GB,50.3904,-3.9191,40.46,88,40,22.59,moderate rain
534,Altamira,BR,-3.2033,-52.2064,89.69,66,75,4.61,broken clouds
535,Nata,PA,8.3333,-80.5167,78.67,68,100,2.89,overcast clouds
536,Rusape,ZW,-18.5278,32.1284,63.1,74,99,8.25,overcast clouds
537,Kununurra,AU,-15.7667,128.7333,82.38,61,74,5.75,broken clouds
538,San Vicente,AR,-26.6167,-54.1333,82.06,39,1,8.59,clear sky
539,Olovyannaya,RU,50.95,115.5667,7.34,95,70,1.5,broken clouds
540,Saint-Paul,RE,-21.0096,55.2707,78.91,83,53,3.38,light rain
541,Tsiroanomandidy,MG,-18.7667,46.0333,76.32,66,100,1.95,light rain
542,Kidal,ML,18.4411,1.4078,87.94,16,5,5.64,clear sky
543,Huanren,CN,41.2647,125.3667,20.16,88,6,1.81,clear sky
544,Qingdao,CN,36.0986,120.3719,35.2,87,0,2.24,clear sky
545,Maamba,ZM,-17.3667,27.15,75.83,60,68,7.54,broken clouds
546,Skjervoy,NO,70.0311,20.9714,17.6,68,100,18.07,overcast clouds
547,Zhaodong,CN,46.0833,125.9833,6.82,94,5,5.68,clear sky
548,Filadelfia,US,39.9523,-75.1638,48.36,42,75,20.71,broken clouds
549,Tucupita,VE,9.0622,-62.051,89.67,55,70,3.49,broken clouds
550,Mackay,AU,-21.15,149.2,75.18,94,75,5.75,light rain
551,Mount Gambier,AU,-37.8333,140.7667,48.11,93,15,8.05,few clouds
552,Ouadda,CF,8.0777,22.4007,76.14,28,24,2.44,few clouds
553,Taltal,CL,-25.4,-70.4833,65.77,65,24,6.64,few clouds
554,Chenghai,CN,23.4632,116.768,60.71,82,0,4.47,clear sky
555,Acajutla,SV,13.5928,-89.8275,91.74,48,38,3.42,scattered clouds
556,Moranbah,AU,-22.0016,148.0466,72.93,87,100,6.44,overcast clouds
557,Rach Gia,VN,10.0167,105.0833,78.75,79,100,8.05,overcast clouds
558,Tete,MZ,-16.1564,33.5867,77.09,73,75,5.75,broken clouds
559,Ayan,RU,56.45,138.1667,18.16,75,63,5.35,broken clouds
560,Sawakin,SD,19.1059,37.3321,80.62,74,93,12.06,overcast clouds
561,Ravar,IR,31.2656,56.8055,55.29,38,1,1.79,clear sky
562,Sibolga,ID,1.7427,98.7792,76.53,91,100,1.99,overcast clouds
563,Broome,US,42.2506,-75.833,34.38,86,90,14.97,overcast clouds
564,Longyearbyen,SJ,78.2186,15.6401,-0.56,55,20,10.36,few clouds
565,Ostrovnoy,RU,68.0531,39.5131,22.06,66,99,12.97,overcast clouds
566,Bubaque,GW,11.2833,-15.8333,83.89,68,31,12.68,scattered clouds
567,Bilma,NE,18.6853,12.9164,83.14,14,0,7.36,clear sky
568,Shelburne,CA,44.0787,-80.2041,28.29,86,100,20.49,light snow
569,Tolaga Bay,NZ,-38.3667,178.3,57.7,80,16,4.68,few clouds
570,Roseburg,US,43.2165,-123.3417,57.69,57,90,0.0,overcast clouds
571,Ures,MX,29.4333,-110.4,61.99,46,86,5.3,overcast clouds
572,Khakhea,BW,-24.6895,23.494,70.03,63,83,24.16,light rain
573,Ebensee,AT,47.8072,13.779,31.98,97,100,2.59,light snow
574,Atocha,BO,-20.9333,-66.2333,63.32,29,100,12.44,overcast clouds
575,Bichura,RU,50.5881,107.6022,26.65,88,100,6.55,overcast clouds
576,Nalut,LY,30.3333,10.85,63.64,31,48,2.84,scattered clouds
577,Adana,TR,36.985,35.2881,60.82,94,40,0.0,mist
578,Bandar-E Lengeh,IR,26.5579,54.8807,75.31,57,0,4.61,clear sky
579,Gogrial,SS,8.5332,28.1004,84.88,20,34,4.41,scattered clouds
580,Asau,RO,46.4333,26.4,41.92,74,100,4.5,overcast clouds
581,Kikwit,CD,-5.041,18.8162,70.36,96,100,3.31,overcast clouds
582,Liverpool,GB,53.4106,-2.9779,46.18,57,40,19.57,scattered clouds
583,Sarkand,KZ,45.41,79.9186,21.61,81,99,2.77,overcast clouds
584,Sosnovka,RU,56.255,51.2842,32.16,84,92,17.85,overcast clouds
585,Dakar,SN,14.6937,-17.4441,94.08,74,0,6.91,clear sky
586,Nabire,ID,-3.3667,135.4833,76.08,91,95,3.18,light rain
587,Todos Santos,MX,23.45,-110.2167,75.79,68,94,8.28,overcast clouds
588,Cabedelo,BR,-6.9811,-34.8339,88.47,66,47,12.62,scattered clouds
589,Ucluelet,CA,48.9329,-125.5528,44.91,83,34,11.74,scattered clouds
590,Praia,CV,14.9215,-23.5087,90.14,31,0,11.5,clear sky
591,Udachnyy,RU,66.4167,112.4,-13.83,100,99,0.94,overcast clouds
592,Aksu,CN,41.1231,80.2644,35.19,40,100,0.47,overcast clouds
593,Nizhnyaya Poyma,RU,56.1622,97.1933,10.0,86,79,9.66,broken clouds
594,Soe,ID,-9.8607,124.284,69.01,93,98,2.59,overcast clouds
595,Banda Aceh,ID,5.5577,95.3222,78.51,83,82,5.95,light rain
596,Aksarka,RU,66.5606,67.7975,-8.91,93,33,6.76,scattered clouds
597,Ikryanoye,RU,46.0932,47.7308,33.78,64,99,11.36,overcast clouds
598,Carutapera,BR,-1.195,-46.02,86.27,64,100,8.32,overcast clouds
599,Soldatskaya,RU,43.8181,43.8158,32.11,89,44,1.1,scattered clouds
600,Kokopo,PG,-4.352,152.2633,77.27,84,87,3.78,overcast clouds
601,Alma,CA,48.5501,-71.6491,34.86,96,100,5.97,light snow
602,Upington,ZA,-28.4478,21.2561,93.58,8,20,17.27,few clouds
603,Voh,NC,-20.9667,164.7,72.99,88,7,4.41,clear sky
604,High Level,CA,58.5169,-117.136,32.76,59,78,14.65,broken clouds
605,Goundam,ML,16.4145,-3.6708,88.84,16,99,9.8,overcast clouds
606,Victor Harbor,AU,-35.5667,138.6167,59.09,81,58,14.9,broken clouds
607,Sobolevo,RU,54.4299,31.8996,31.73,95,100,8.03,overcast clouds
608,Ambilobe,MG,-13.2,49.05,79.27,77,69,3.15,light rain
609,Vysotsk,RU,60.6288,28.5705,24.12,80,91,7.0,overcast clouds
610,Komsomolskiy,UZ,40.4272,71.7189,42.22,60,75,2.3,broken clouds
611,Rodrigues Alves,BR,-7.738,-72.6509,89.8,43,96,3.71,overcast clouds
612,Gorom-Gorom,BF,14.4439,-0.2361,89.4,14,16,9.8,few clouds
613,Luderitz,NA,-26.6481,15.1594,60.87,92,3,5.39,clear sky
614,Ust-Tsilma,RU,65.441,52.1498,14.05,93,100,9.69,light snow
615,Lasa,IT,46.6166,10.7002,43.68,96,100,3.2,overcast clouds
616,Beaupre,CA,47.0443,-70.8953,42.46,93,100,0.0,light rain
617,Tamworth,GB,52.634,-1.6959,41.02,63,78,16.17,broken clouds
618,Petrolina De Goias,BR,-16.095,-49.3381,83.5,47,96,5.77,overcast clouds
619,Azangaro,PE,-14.9167,-70.2167,49.73,49,99,8.63,light rain
620,Cervo,ES,43.6702,-7.4101,52.72,82,95,17.0,overcast clouds
621,Tonekabon,IR,36.8163,50.8738,55.35,82,60,2.77,broken clouds
622,Yabelo,ET,4.8833,38.0833,67.95,36,100,12.68,overcast clouds
623,Muncar,ID,-8.4333,114.3333,77.22,88,100,4.05,overcast clouds
624,Kon Tum,VN,14.35,108.0,63.28,88,96,3.96,overcast clouds
625,Mirnyy,RU,62.5353,113.9611,6.71,96,100,6.38,light snow
626,Jalu,LY,29.0331,21.5482,72.72,35,0,10.42,clear sky
627,Kandiari,PK,26.9156,68.5216,73.17,17,0,3.24,clear sky
628,Solnechnyy,RU,50.7214,136.6319,14.29,90,88,4.12,overcast clouds
629,Cowra,AU,-33.8333,148.6833,52.56,92,100,16.44,moderate rain
630,Khuzdar,PK,27.7384,66.6434,53.85,19,0,6.6,clear sky
631,Digha,IN,21.6833,87.55,71.87,59,6,8.46,clear sky
632,Hami,CN,42.8,93.45,28.53,63,95,2.1,overcast clouds
633,Rypin,PL,53.066,19.4094,37.8,78,100,5.1,light rain
634,Beidao,CN,34.5686,105.8933,41.05,80,95,4.88,overcast clouds
635,Arman,RU,59.7,150.1667,-6.72,81,1,8.21,clear sky
636,Huarmey,PE,-10.0681,-78.1522,71.69,75,85,10.25,overcast clouds
637,Chornoliztsi,UA,48.8303,24.8958,41.18,75,0,6.71,clear sky
638,Svetlaya,RU,46.5389,138.3297,26.71,71,100,10.4,overcast clouds
639,Pandan,PH,14.0453,124.1694,79.63,88,100,10.22,light rain
640,Reconquista,AR,-29.15,-59.65,89.06,28,0,7.67,clear sky
641,Cheremukhovo,RU,60.3484,59.9851,18.45,95,100,6.58,overcast clouds
642,Bella Union,UY,-30.2752,-57.6007,88.3,29,0,14.03,clear sky
643,Wanning,CN,18.8003,110.3967,68.56,78,94,10.67,overcast clouds
644,Lagoa Santa,BR,-19.6272,-43.8897,91.62,46,40,4.61,scattered clouds
645,Tabou,CI,4.423,-7.3528,80.8,79,77,5.75,broken clouds
646,Grand-Lahou,CI,5.1367,-5.0242,81.1,80,24,8.86,few clouds
647,Sainte-Maxime,FR,43.3,6.6333,53.64,59,46,26.78,scattered clouds
648,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,100,90,8.05,mist
649,Hambantota,LK,6.1241,81.1185,78.67,88,100,7.83,overcast clouds
650,Pilar,BR,-9.5972,-35.9567,89.53,51,70,11.23,broken clouds
651,Sabang,ID,5.8933,95.3214,80.98,77,84,7.81,broken clouds
652,Kropotkin,RU,45.4375,40.5756,37.08,80,0,7.63,clear sky
653,Kiruna,SE,67.8557,20.2251,-4.88,84,75,2.3,light snow
654,Alenquer,BR,-1.9417,-54.7383,84.54,45,91,3.89,overcast clouds
655,Bolshaya Glushitsa,RU,50.2406,43.5908,29.08,94,5,10.49,clear sky
656,Biga,TR,40.2281,27.2422,55.38,63,91,19.37,overcast clouds
657,Nichinan,JP,31.6,131.3667,51.57,69,4,5.61,clear sky
658,Lavrentiya,RU,65.5833,-171.0,-10.91,94,82,7.49,broken clouds
659,Dunedin,NZ,-45.8742,170.5036,45.09,93,100,8.16,overcast clouds
660,Doaba,PK,33.4244,70.7364,57.18,35,82,1.99,broken clouds
661,Husavik,IS,66.0449,-17.3389,17.51,84,64,10.67,broken clouds
662,Marystown,CA,47.1666,-55.1483,47.3,94,100,17.54,overcast clouds
663,Mahajanga,MG,-15.7167,46.3167,82.42,83,20,6.91,few clouds
664,Destin,US,30.3935,-86.4958,62.71,55,1,17.27,clear sky
665,Lithakia,GR,37.7167,20.8333,63.82,82,40,4.61,scattered clouds
666,Zarechnyy,RU,53.2036,45.1923,25.93,78,4,11.5,clear sky
667,Sawang Daen Din,TH,17.4753,103.4575,65.05,75,100,6.89,overcast clouds
668,Arroyo,ES,41.6096,-4.7969,41.04,75,20,6.91,few clouds
669,Mao,ES,39.8885,4.2658,52.36,76,20,5.75,few clouds
670,Junin,AR,-34.5838,-60.9433,90.14,25,0,3.94,clear sky
671,Acarau,BR,-2.8856,-40.12,87.73,58,78,18.28,light rain
672,Yenagoa,NG,4.9247,6.2642,80.04,81,69,7.25,light rain
673,Sri Aman,MY,1.2376,111.4621,75.25,100,100,0.0,moderate rain
674,Lata,PT,40.1629,-8.3327,50.41,70,6,5.59,clear sky
675,Pimentel,PE,-6.8367,-79.9342,71.89,64,0,14.97,clear sky
676,Urengoy,RU,65.9667,78.3667,-15.59,100,49,5.41,scattered clouds
677,Lezhe,AL,41.7836,19.6436,53.92,82,96,10.76,overcast clouds
678,Delfzijl,NL,53.33,6.9181,39.25,97,100,19.35,light rain
679,Timmins,CA,48.4669,-81.3331,6.62,78,90,12.66,light snow
680,Mujiayingzi,CN,42.1167,118.7833,26.19,51,2,6.53,clear sky
681,Salimpur,IN,28.128,76.2766,65.43,42,0,3.58,clear sky
682,Evansville,US,37.9748,-87.5558,33.87,55,1,6.91,clear sky
683,Yumen,CN,40.2833,97.2,28.85,24,1,4.76,clear sky
684,Yeppoon,AU,-23.1333,150.7333,74.98,90,100,3.65,overcast clouds
685,Casino,AU,-28.8667,153.05,67.95,94,95,2.3,overcast clouds
686,La Ronge,CA,55.1001,-105.2842,30.45,64,75,1.14,broken clouds
687,Inhuma,BR,-6.6683,-41.7078,96.37,28,91,3.4,overcast clouds
688,Gimry,RU,42.7597,46.8396,40.73,88,87,2.21,overcast clouds
689,Chamonix-Mont-Blanc,FR,45.9238,6.8693,32.86,96,100,4.97,overcast clouds
690,Hervey Bay,AU,-25.2986,152.8535,75.31,87,100,13.02,overcast clouds
